ID,Severity,is_severe,split
A-5017789,2,0,test
A-3886436,2,0,test
A-4133636,2,0,test
A-3253935,3,1,train
A-5175645,2,0,test
A-6597097,2,0,test
A-7262074,2,0,train
A-6103584,2,0,train
A-339458,2,0,train
A-791673,2,0,train
A-5541539,2,0,train
A-3181134,3,1,train
A-6880836,2,0,train
A-1083418,3,1,train
A-4069374,2,0,test
A-5023473,2,0,train
A-4223124,2,0,train
A-3533548,2,0,train
A-7560390,2,0,train
A-5122292,2,0,test
A-3750467,2,0,train
A-7619355,2,0,train
A-7576053,4,1,test
A-6179,3,1,test
A-7355644,2,0,train
A-16495,2,0,train
A-7330482,2,0,train
A-3620061,2,0,train
A-6251994,2,0,train
A-7101452,2,0,train
A-115410,3,1,train
A-4846633,2,0,test
A-633040,2,0,test
A-6439201,2,0,train
A-510431,2,0,train
A-5775365,2,0,test
A-113799,3,1,test
A-6443873,2,0,test
A-6970214,2,0,test
A-1673597,2,0,train
A-7212129,2,0,test
A-461973,2,0,train
A-6894249,2,0,train
A-6794632,2,0,train
A-353541,2,0,test
A-4787583,2,0,train
A-7109787,2,0,train
A-6627202,2,0,train
A-4610315,4,1,train
A-4258335,2,0,train
A-7293923,2,0,train
A-2103812,3,1,train
A-2289489,2,0,train
A-5333108,2,0,train
A-7445051,2,0,test
A-5955650,2,0,train
A-5733627,2,0,train
A-3053623,3,1,test
A-1918767,2,0,train
A-3957508,2,0,train
A-2303650,3,1,test
A-4484722,2,0,train
A-2734753,2,0,test
A-2502179,3,1,train
A-7244173,2,0,train
A-5996269,2,0,train
A-3662595,2,0,train
A-7537129,4,1,train
A-4702413,2,0,train
A-5300378,2,0,train
A-5342113,2,0,train
A-6231959,2,0,train
A-4917046,2,0,train
A-3527958,2,0,train
A-4988309,2,0,test
A-7011089,2,0,train
A-1655483,3,1,train
A-3159540,2,0,train
A-7522019,2,0,test
A-3937758,2,0,train
A-1031679,2,0,train
A-1806076,2,0,test
A-2134547,2,0,train
A-5027965,2,0,train
A-4573687,2,0,train
A-78346,3,1,train
A-5874778,2,0,train
A-3328981,3,1,train
A-4297205,2,0,train
A-523680,1,0,train
A-4352360,2,0,train
A-2078155,2,0,test
A-3570695,2,0,train
A-3915247,2,0,train
A-6048953,2,0,test
A-5612658,2,0,train
A-7412841,2,0,train
A-3713871,2,0,train
A-5449002,2,0,test
A-484489,3,1,train
A-302554,2,0,train
A-6332366,2,0,train
A-3621923,2,0,train
A-5958339,2,0,train
A-4704013,2,0,train
A-6967482,2,0,train
A-5675097,2,0,train
A-2026180,3,1,test
A-1539317,2,0,train
A-3529502,2,0,train
A-2132559,2,0,train
A-4247352,2,0,test
A-1752808,2,0,train
A-2415948,2,0,train
A-2058627,2,0,train
A-5840034,2,0,train
A-109218,3,1,train
A-7406218,2,0,train
A-336246,3,1,train
A-4794733,2,0,train
A-3101507,3,1,train
A-7238255,2,0,train
A-1170894,2,0,train
A-351366,3,1,test
A-5480846,2,0,train
A-3432829,2,0,train
A-974198,2,0,train
A-7760044,2,0,train
A-737025,2,0,train
A-6186604,2,0,train
A-1773642,2,0,train
A-5120134,2,0,train
A-1696919,2,0,train
A-1043353,2,0,train
A-7141609,2,0,test
A-3693504,2,0,train
A-6725450,4,1,train
A-6374999,2,0,test
A-20054,2,0,train
A-2255861,3,1,test
A-4595136,2,0,test
A-282817,2,0,train
A-1067852,2,0,train
A-4898962,2,0,train
A-7472502,3,1,train
A-3236690,2,0,train
A-5848586,2,0,train
A-7062563,2,0,test
A-7636276,2,0,test
A-7275623,2,0,test
A-5326161,2,0,train
A-3655005,2,0,train
A-54145,2,0,train
A-1089361,3,1,train
A-3254109,2,0,train
A-54077,2,0,train
A-2829122,2,0,test
A-4793051,2,0,train
A-1950621,2,0,train
A-1306001,3,1,train
A-1851206,2,0,train
A-5511255,2,0,train
A-7315588,2,0,train
A-5037275,2,0,train
A-3440714,2,0,test
A-6095401,2,0,test
A-1636144,3,1,test
A-512547,1,0,train
A-1638351,3,1,train
A-1070756,3,1,train
A-5698748,2,0,test
A-5183634,2,0,train
A-3703314,2,0,train
A-2795723,3,1,train
A-4650661,2,0,train
A-3896392,2,0,train
A-5412699,2,0,train
A-7246192,2,0,test
A-969120,3,1,train
A-564775,1,0,test
A-5609554,2,0,train
A-6808852,2,0,train
A-1943618,2,0,train
A-5095679,2,0,test
A-1194868,2,0,train
A-4968534,2,0,test
A-5166307,2,0,train
A-1818117,2,0,train
A-1249013,2,0,train
A-332900,2,0,train
A-4213090,2,0,train
A-4925889,2,0,train
A-6563890,2,0,train
A-340762,2,0,test
A-4173104,2,0,train
A-7179491,1,0,train
A-1799538,2,0,train
A-1189108,2,0,test
A-4299643,2,0,train
A-7483725,2,0,train
A-1057145,2,0,test
A-4639800,2,0,train
A-3731207,2,0,test
A-7254440,2,0,test
A-7621225,2,0,train
A-3767818,2,0,train
A-3084266,2,0,train
A-7410055,2,0,train
A-5822063,2,0,train
A-5288268,2,0,train
A-6645117,2,0,train
A-2871369,2,0,train
A-5380751,2,0,train
A-6654713,2,0,train
A-879566,2,0,train
A-5771047,2,0,test
A-2759965,2,0,train
A-3592529,2,0,train
A-601347,3,1,test
A-7697878,2,0,test
A-758114,3,1,train
A-2823445,3,1,test
A-6148197,2,0,train
A-5044727,2,0,test
A-306770,2,0,test
A-6005161,2,0,train
A-6510206,2,0,train
A-2004024,2,0,train
A-5307766,2,0,test
A-7337030,2,0,test
A-5763550,2,0,train
A-3533979,2,0,test
A-7262092,2,0,train
A-4470076,2,0,train
A-7114209,2,0,train
A-2518842,2,0,train
A-6143789,2,0,train
A-1031905,2,0,train
A-294799,2,0,test
A-1616444,2,0,test
A-4787836,2,0,test
A-5325876,2,0,test
A-2532507,2,0,train
A-5576486,2,0,train
A-2829005,3,1,train
A-7248560,2,0,train
A-3415426,2,0,train
A-6354438,2,0,test
A-285414,2,0,train
A-2274531,3,1,train
A-3357716,2,0,train
A-5154666,2,0,test
A-3606572,2,0,train
A-4974551,2,0,train
A-2136428,2,0,test
A-4633129,2,0,train
A-795736,2,0,train
A-3799792,2,0,train
A-6732412,2,0,train
A-46459,3,1,train
A-45328,2,0,test
A-3621878,2,0,train
A-3436256,3,1,train
A-7473205,4,1,train
A-2804817,2,0,train
A-2415269,3,1,train
A-23510,2,0,train
A-2626081,3,1,train
A-1684805,3,1,train
A-4784961,2,0,train
A-4028325,2,0,train
A-2413027,3,1,train
A-5763973,2,0,train
A-5428254,2,0,test
A-3708845,2,0,train
A-4322056,2,0,train
A-1175346,2,0,train
A-2854503,2,0,train
A-5802123,2,0,train
A-5826498,2,0,train
A-803822,3,1,train
A-1383027,2,0,train
A-4759363,2,0,test
A-1268420,3,1,train
A-6263148,2,0,train
A-2877357,3,1,train
A-4808815,2,0,test
A-6235631,2,0,train
A-2113520,2,0,train
A-7106375,2,0,train
A-5953340,2,0,test
A-7443323,2,0,train
A-6847631,2,0,train
A-2480895,3,1,train
A-6111330,2,0,train
A-6658166,2,0,train
A-7015309,2,0,train
A-5943264,2,0,train
A-912598,2,0,train
A-7265617,2,0,test
A-5585646,2,0,train
A-6121859,2,0,test
A-2313631,3,1,train
A-2646390,3,1,train
A-5384878,2,0,train
A-5303575,2,0,train
A-7062231,2,0,train
A-6796518,2,0,train
A-6718686,2,0,train
A-4599078,2,0,train
A-2192353,2,0,train
A-5257167,2,0,train
A-4011701,2,0,train
A-2888360,2,0,train
A-1479531,3,1,train
A-5416121,2,0,test
A-7348489,2,0,train
A-3929216,2,0,train
A-5957061,2,0,train
A-512661,1,0,train
A-7352880,2,0,test
A-6111194,2,0,train
A-7717691,2,0,train
A-6214454,2,0,train
A-4524384,2,0,test
A-1421434,3,1,train
A-7185807,2,0,test
A-1944028,2,0,train
A-5535661,2,0,train
A-1376871,2,0,train
A-6398531,2,0,train
A-3800952,2,0,test
A-4533807,2,0,train
A-1483755,3,1,train
A-3376603,2,0,train
A-1701417,3,1,train
A-7652648,2,0,test
A-3806100,2,0,train
A-5837480,2,0,train
A-5893656,2,0,train
A-5235465,2,0,train
A-7607834,2,0,test
A-1981665,2,0,train
A-6729650,2,0,train
A-7769813,4,1,train
A-5495271,2,0,train
A-403514,2,0,test
A-3813223,2,0,train
A-6682173,2,0,train
A-2571990,2,0,test
A-5210688,2,0,train
A-980110,3,1,train
A-6305687,2,0,train
A-4466657,2,0,train
A-7256097,2,0,train
A-542019,3,1,train
A-6159179,2,0,train
A-1899591,3,1,test
A-1375644,2,0,test
A-2224882,3,1,train
A-1559618,2,0,train
A-1765204,2,0,train
A-6765616,2,0,train
A-2900008,2,0,train
A-94823,3,1,train
A-3948906,2,0,train
A-4638141,2,0,train
A-6591506,2,0,train
A-3362255,3,1,train
A-7138787,3,1,train
A-5491581,2,0,train
A-5977188,2,0,train
A-3278745,2,0,train
A-2481077,2,0,train
A-1476434,2,0,test
A-6202186,2,0,test
A-38428,2,0,train
A-90468,2,0,train
A-1425856,3,1,test
A-6375275,2,0,test
A-397681,2,0,train
A-7034550,1,0,test
A-6601014,2,0,train
A-1322641,2,0,train
A-4729157,2,0,train
A-3091374,2,0,train
A-5281418,2,0,train
A-3091459,3,1,train
A-3979997,2,0,train
A-3922445,2,0,train
A-801660,2,0,test
A-6473852,2,0,train
A-7573761,2,0,test
A-3227733,3,1,train
A-4977494,2,0,train
A-2629640,2,0,train
A-2451078,2,0,train
A-7286041,2,0,train
A-2157772,2,0,train
A-274548,2,0,train
A-101527,3,1,train
A-2401633,3,1,train
A-6247945,2,0,train
A-7609764,2,0,test
A-62868,3,1,train
A-811638,3,1,test
A-3215939,2,0,test
A-685128,2,0,train
A-5519190,2,0,train
A-283947,3,1,train
A-4351557,2,0,train
A-6262237,2,0,train
A-6239795,2,0,test
A-107115,2,0,train
A-484292,3,1,train
A-3203673,3,1,test
A-3068549,2,0,train
A-1213637,2,0,train
A-3431431,2,0,test
A-1866187,2,0,train
A-33838,2,0,test
A-5429098,2,0,train
A-1225717,3,1,test
A-6132358,2,0,train
A-1493975,2,0,test
A-810682,2,0,train
A-5912841,2,0,test
A-4047207,2,0,train
A-4779008,2,0,train
A-6555967,2,0,train
A-3876947,2,0,train
A-5767604,2,0,test
A-6721485,2,0,train
A-5089808,2,0,train
A-2601022,2,0,train
A-7159715,2,0,train
A-6032741,2,0,test
A-5587379,2,0,train
A-451190,2,0,train
A-385061,2,0,test
A-429253,2,0,train
A-3090939,3,1,train
A-4360509,2,0,test
A-89254,3,1,train
A-6320035,2,0,train
A-2120006,2,0,test
A-4499457,2,0,train
A-5292151,2,0,test
A-5096058,2,0,train
A-3335109,2,0,test
A-391730,2,0,train
A-518088,2,0,train
A-1344607,3,1,test
A-2761718,2,0,train
A-7232258,2,0,test
A-6877298,2,0,test
A-334806,3,1,train
A-6013491,2,0,train
A-353542,2,0,train
A-3338174,3,1,train
A-2521702,3,1,train
A-2840897,2,0,train
A-5559269,2,0,test
A-5772498,2,0,test
A-2991376,2,0,test
A-5280136,2,0,train
A-514819,2,0,test
A-279838,3,1,test
A-2967553,2,0,train
A-7516461,2,0,train
A-104025,2,0,train
A-2648720,3,1,train
A-1985805,2,0,test
A-1912778,3,1,test
A-6459437,2,0,train
A-4342251,2,0,train
A-1034413,3,1,train
A-5038603,2,0,test
A-1047825,3,1,train
A-7319573,2,0,train
A-7400852,2,0,test
A-2146868,3,1,test
A-1492009,2,0,train
A-2688936,2,0,train
A-6985039,1,0,train
A-3303563,2,0,train
A-6569854,2,0,train
A-3752338,2,0,train
A-4259284,2,0,train
A-6208661,2,0,train
A-6728788,2,0,train
A-3352619,2,0,train
A-46933,3,1,train
A-2415765,3,1,train
A-2778861,2,0,test
A-5534382,2,0,train
A-6622418,2,0,train
A-1521954,2,0,train
A-7167688,2,0,train
A-1548726,2,0,train
A-282734,2,0,train
A-7698626,2,0,train
A-4605188,2,0,train
A-2773577,3,1,test
A-6651040,2,0,test
A-2894597,2,0,test
A-5712966,2,0,test
A-1004424,3,1,train
A-6656748,2,0,test
A-6457035,2,0,train
A-7154347,2,0,train
A-6277931,2,0,train
A-20865,2,0,train
A-37609,2,0,train
A-1983535,2,0,test
A-7520500,4,1,train
A-5381566,2,0,train
A-6825185,2,0,test
A-1995662,2,0,train
A-5503,2,0,train
A-5103245,2,0,train
A-4775255,2,0,train
A-793305,3,1,train
A-287906,2,0,test
A-3414339,2,0,train
A-7484843,2,0,train
A-3119965,2,0,train
A-7243930,2,0,train
A-7398018,2,0,train
A-261012,2,0,train
A-5821217,2,0,train
A-2746445,3,1,train
A-4374691,2,0,train
A-4784870,2,0,train
A-72865,2,0,test
A-4278207,2,0,train
A-6912897,2,0,train
A-103285,3,1,test
A-6300700,2,0,test
A-4554167,2,0,train
A-3606609,2,0,train
A-7176409,3,1,train
A-7742546,3,1,train
A-3743923,2,0,test
A-3335388,2,0,train
A-3379169,2,0,test
A-6538954,2,0,train
A-98879,2,0,train
A-559367,3,1,train
A-7609304,2,0,train
A-5413288,2,0,train
A-1828488,2,0,train
A-3610886,2,0,test
A-3771950,4,1,train
A-7621018,2,0,test
A-2522837,2,0,train
A-5493527,2,0,train
A-4927136,2,0,test
A-5142138,2,0,train
A-1196370,2,0,train
A-1454414,2,0,train
A-6651333,2,0,train
A-6729789,2,0,train
A-7269261,2,0,train
A-458138,2,0,train
A-2830790,2,0,train
A-6553509,2,0,test
A-5016013,2,0,test
A-7312954,2,0,train
A-7376025,2,0,test
A-2597653,3,1,train
A-2275664,2,0,train
A-4288536,2,0,test
A-656105,2,0,test
A-5034985,2,0,train
A-875339,3,1,train
A-6232456,2,0,test
A-5028028,2,0,train
A-5644217,2,0,train
A-898307,3,1,train
A-7093340,2,0,test
A-3687675,2,0,train
A-6723815,2,0,train
A-6670756,2,0,train
A-3416191,4,1,train
A-670770,3,1,test
A-6477097,2,0,train
A-3017186,3,1,train
A-263053,2,0,train
A-4570286,2,0,train
A-4085135,2,0,train
A-3824357,2,0,train
A-5903865,2,0,train
A-6152,2,0,train
A-1962979,2,0,train
A-487703,2,0,train
A-270321,2,0,train
A-6083057,2,0,train
A-1581683,2,0,test
A-9228,2,0,train
A-6475359,2,0,train
A-2015156,2,0,train
A-5210438,2,0,train
A-3325093,2,0,train
A-3696754,2,0,train
A-2831461,2,0,train
A-1692615,2,0,test
A-4136294,2,0,train
A-1374981,3,1,train
A-6672492,2,0,train
A-3553370,2,0,train
A-6232971,2,0,train
A-463114,3,1,train
A-5247763,2,0,train
A-3335339,3,1,train
A-3912790,2,0,train
A-4042524,2,0,train
A-2318938,2,0,train
A-7593204,2,0,train
A-7211174,2,0,train
A-265935,2,0,train
A-4619496,2,0,train
A-885963,2,0,train
A-3247905,2,0,train
A-5521026,2,0,train
A-4577115,2,0,train
A-6406174,2,0,test
A-761301,2,0,train
A-4295329,2,0,train
A-3838493,2,0,train
A-4223490,2,0,train
A-7302668,2,0,train
A-4341713,2,0,train
A-6747469,2,0,test
A-1366474,2,0,train
A-7210817,2,0,train
A-2517103,3,1,train
A-1056434,3,1,train
A-7300907,2,0,train
A-5927191,2,0,train
A-1775894,3,1,train
A-5635996,2,0,train
A-7042122,2,0,train
A-6371049,2,0,train
A-926624,2,0,train
A-6584393,2,0,train
A-5056377,2,0,train
A-2984670,2,0,train
A-7109990,2,0,train
A-4565814,2,0,train
A-5515037,2,0,train
A-7618022,2,0,train
A-4662977,2,0,train
A-1962419,3,1,train
A-7393586,2,0,train
A-4445351,2,0,train
A-1146908,2,0,train
A-2549432,2,0,train
A-753193,3,1,train
A-5928984,2,0,train
A-2313414,2,0,train
A-5286284,2,0,train
A-6987560,2,0,test
A-6070401,2,0,train
A-1030118,2,0,train
A-1604612,3,1,test
A-4073533,2,0,train
A-7039706,2,0,train
A-5605010,2,0,train
A-1201314,2,0,train
A-1682081,3,1,test
A-7058283,2,0,test
A-629463,1,0,train
A-1846890,2,0,train
A-5824443,2,0,train
A-7407566,2,0,train
A-6338674,2,0,train
A-5202138,2,0,test
A-351019,3,1,test
A-1098335,3,1,train
A-6884539,2,0,test
A-2286807,3,1,train
A-3279392,3,1,train
A-1433020,3,1,train
A-5435222,2,0,test
A-6935440,2,0,test
A-54802,3,1,train
A-5257866,2,0,train
A-2601096,2,0,train
A-1207551,3,1,train
A-7438161,4,1,train
A-6954050,2,0,train
A-3117540,2,0,train
A-3683113,2,0,test
A-1422476,2,0,train
A-6089265,2,0,train
A-3424039,2,0,test
A-2948829,3,1,train
A-3623006,2,0,train
A-2804839,2,0,train
A-7574701,2,0,train
A-3545321,2,0,train
A-2341669,2,0,train
A-5400878,2,0,test
A-4894873,2,0,train
A-7408708,2,0,train
A-1631505,2,0,train
A-4964989,2,0,test
A-3421325,2,0,train
A-1598719,2,0,train
A-102984,2,0,train
A-6746455,2,0,train
A-5084075,2,0,train
A-1215060,2,0,test
A-993694,3,1,train
A-438375,3,1,train
A-7594285,2,0,test
A-7115768,2,0,train
A-2426663,2,0,train
A-51010,2,0,test
A-7616720,2,0,test
A-7002287,2,0,test
A-7408976,2,0,train
A-5696268,2,0,test
A-3723053,2,0,train
A-1584332,3,1,train
A-6488241,2,0,train
A-1980938,3,1,train
A-5912218,2,0,train
A-4533241,2,0,train
A-6712032,2,0,train
A-6938176,2,0,test
A-4458189,2,0,train
A-5753801,2,0,train
A-3961319,2,0,train
A-6067492,2,0,train
A-6380026,2,0,train
A-3752772,2,0,train
A-6229883,2,0,train
A-6201552,2,0,test
A-2846194,2,0,train
A-4301787,2,0,train
A-6297007,4,1,train
A-6047544,2,0,test
A-7708530,2,0,train
A-7106389,3,1,train
A-977245,3,1,train
A-5098507,2,0,train
A-4731889,2,0,train
A-1815508,2,0,train
A-293217,2,0,train
A-7415375,2,0,test
A-261298,2,0,train
A-7114538,2,0,train
A-822713,2,0,train
A-5618878,2,0,test
A-25783,2,0,train
A-455294,2,0,train
A-393237,2,0,test
A-1583773,3,1,train
A-7218527,2,0,train
A-272771,2,0,test
A-4475820,2,0,train
A-6857723,2,0,train
A-3738140,2,0,train
A-2508041,2,0,train
A-93842,3,1,test
A-5265400,2,0,test
A-2003445,3,1,train
A-7206925,2,0,train
A-2810304,2,0,train
A-7559998,2,0,train
A-942244,3,1,train
A-1015366,2,0,train
A-5407471,2,0,train
A-3812052,2,0,train
A-7242990,2,0,train
A-1604606,2,0,train
A-1514654,2,0,train
A-3444843,2,0,train
A-7672705,2,0,train
A-4675017,2,0,train
A-97973,2,0,test
A-1386575,2,0,train
A-6591802,2,0,train
A-66889,2,0,train
A-293913,2,0,train
A-3550912,2,0,test
A-6251912,2,0,train
A-73167,3,1,train
A-675103,3,1,train
A-2994690,3,1,test
A-3853796,2,0,test
A-7213050,2,0,train
A-2487769,3,1,test
A-6829345,2,0,train
A-88750,2,0,train
A-4235368,2,0,train
A-783845,3,1,train
A-4949416,2,0,train
A-316284,3,1,train
A-437475,3,1,train
A-4774747,2,0,train
A-99325,3,1,test
A-3240264,3,1,train
A-6556373,2,0,train
A-77117,2,0,train
A-302268,2,0,train
A-2641055,2,0,train
A-2383397,2,0,train
A-6111499,2,0,train
A-5435400,2,0,train
A-1010609,2,0,train
A-2950685,2,0,train
A-4157037,2,0,train
A-29916,3,1,train
A-79798,2,0,test
A-2502303,2,0,train
A-1993885,2,0,test
A-5067127,2,0,train
A-45819,2,0,train
A-6541132,2,0,train
A-31043,2,0,train
A-6884511,2,0,train
A-1960976,2,0,train
A-7086601,2,0,train
A-2002531,2,0,train
A-4739885,2,0,train
A-2280448,2,0,train
A-1258465,2,0,test
A-315722,2,0,train
A-5332545,2,0,train
A-7113363,2,0,test
A-6014998,2,0,train
A-7076614,2,0,train
A-3866198,2,0,test
A-3901553,2,0,train
A-4289191,2,0,train
A-6790804,2,0,train
A-2612145,2,0,train
A-6932326,2,0,train
A-7289656,2,0,test
A-3648567,2,0,test
A-850889,2,0,test
A-2063875,3,1,test
A-653065,2,0,train
A-1344813,2,0,train
A-2253003,2,0,train
A-2525551,2,0,train
A-6130409,2,0,test
A-5823403,2,0,train
A-1125094,2,0,train
A-3814932,2,0,test
A-331757,2,0,test
A-7299227,2,0,train
A-5966407,2,0,train
A-5879582,2,0,test
A-2591723,2,0,train
A-5467746,2,0,test
A-781064,2,0,train
A-1683059,3,1,test
A-5302110,2,0,train
A-2139613,2,0,train
A-1471241,3,1,train
A-7418764,2,0,train
A-668990,3,1,train
A-7066630,2,0,test
A-7533708,2,0,train
A-1305945,3,1,train
A-5712898,2,0,train
A-337062,3,1,test
A-2691914,2,0,train
A-5919395,2,0,train
A-110821,2,0,test
A-4308299,2,0,test
A-5452857,2,0,train
A-6279982,2,0,test
A-3723645,2,0,train
A-3273851,2,0,train
A-4325660,2,0,test
A-7336001,2,0,test
A-2383196,2,0,train
A-5171271,2,0,train
A-2451701,2,0,train
A-3540815,2,0,train
A-614718,2,0,test
A-1015278,3,1,train
A-7095500,2,0,train
A-2860335,3,1,train
A-634840,2,0,train
A-991921,2,0,test
A-6360577,2,0,test
A-3030783,2,0,test
A-2159847,2,0,test
A-5026403,2,0,test
A-5719625,2,0,train
A-5757155,2,0,train
A-2595018,2,0,train
A-7596271,2,0,train
A-2193014,3,1,train
A-7277108,2,0,train
A-7219386,2,0,train
A-3734284,2,0,train
A-4280779,2,0,train
A-7033588,2,0,train
A-6995116,2,0,train
A-4961392,2,0,train
A-7187619,2,0,train
A-57301,2,0,test
A-94148,3,1,test
A-6924530,2,0,train
A-5631246,2,0,test
A-5669201,2,0,train
A-3980144,2,0,train
A-4320348,2,0,test
A-4667183,2,0,train
A-3311684,3,1,train
A-547016,2,0,train
A-1684240,3,1,test
A-2952951,3,1,train
A-4511432,2,0,train
A-3421998,2,0,train
A-7576164,2,0,train
A-6225325,2,0,train
A-6163499,2,0,train
A-5452322,2,0,train
A-4082780,2,0,train
A-6282887,2,0,test
A-3891217,2,0,train
A-4006040,2,0,test
A-6600294,2,0,test
A-5198676,2,0,test
A-2622457,2,0,train
A-432489,2,0,train
A-3353255,2,0,train
A-4390533,2,0,train
A-1362499,3,1,train
A-3624412,3,1,train
A-1051127,3,1,train
A-3344364,3,1,train
A-3422582,2,0,train
A-3079839,3,1,test
A-7233873,2,0,test
A-709318,3,1,train
A-5803032,2,0,train
A-7306508,2,0,train
A-7233872,2,0,train
A-2519834,2,0,train
A-1895814,2,0,train
A-399775,3,1,test
A-4507706,2,0,train
A-6647351,2,0,train
A-2897137,3,1,test
A-3246110,2,0,train
A-1941719,2,0,train
A-3719429,2,0,train
A-3780803,2,0,train
A-4279426,2,0,train
A-2247607,2,0,train
A-4963076,2,0,train
A-6887961,2,0,test
A-1181657,2,0,train
A-13759,2,0,train
A-6094170,2,0,test
A-6622417,2,0,train
A-664668,2,0,train
A-5087615,2,0,train
A-7240060,2,0,test
A-6439549,2,0,train
A-1821830,2,0,train
A-2585737,3,1,train
A-332688,3,1,test
A-7423167,3,1,train
A-2336453,2,0,train
A-2631431,2,0,train
A-5787994,2,0,test
A-6779767,2,0,train
A-5367636,2,0,train
A-3077445,2,0,train
A-1991344,4,1,train
A-428667,2,0,train
A-270581,2,0,test
A-1853079,3,1,train
A-2355790,2,0,train
A-4982063,2,0,train
A-3609979,2,0,train
A-2480339,2,0,test
A-2175806,2,0,train
A-1780000,3,1,train
A-7486180,3,1,train
A-1975755,2,0,train
A-7117209,2,0,train
A-5377428,2,0,train
A-4596967,2,0,train
A-389359,3,1,train
A-6516271,2,0,train
A-433143,3,1,train
A-5631224,2,0,train
A-2655403,2,0,train
A-3827999,2,0,train
A-1396139,2,0,train
A-5257918,2,0,train
A-341941,3,1,train
A-2826390,3,1,train
A-4200269,2,0,train
A-1549896,2,0,train
A-2035101,2,0,test
A-727444,2,0,train
A-6724174,2,0,train
A-6253936,2,0,train
A-2668737,3,1,test
A-2775025,2,0,train
A-6498723,2,0,train
A-395009,2,0,test
A-1052987,2,0,train
A-6255404,2,0,train
A-5334866,2,0,train
A-350753,2,0,train
A-1223660,2,0,train
A-71759,2,0,train
A-1552225,2,0,train
A-7205869,2,0,train
A-7302925,2,0,train
A-1536455,3,1,train
A-2775706,3,1,train
A-4374614,2,0,train
A-3276294,2,0,train
A-3532060,2,0,train
A-5335299,2,0,test
A-4060686,2,0,train
A-2115967,2,0,train
A-7287028,2,0,train
A-5460378,2,0,train
A-7241669,2,0,test
A-2399507,3,1,train
A-5201873,2,0,train
A-3570377,2,0,train
A-7246228,2,0,train
A-2710463,2,0,train
A-1418550,2,0,test
A-4689589,2,0,train
A-1460544,2,0,test
A-3802423,2,0,train
A-6531907,2,0,train
A-6102479,2,0,train
A-7313804,2,0,train
A-1351100,2,0,test
A-6451334,2,0,train
A-4057407,2,0,train
A-3743667,2,0,train
A-6129998,2,0,train
A-7406234,2,0,train
A-5557963,2,0,train
A-5750333,2,0,train
A-87796,2,0,train
A-583871,3,1,train
A-4555628,2,0,train
A-4378291,2,0,train
A-1304705,2,0,train
A-3525185,2,0,train
A-7009124,2,0,train
A-1951918,2,0,train
A-6725216,2,0,train
A-5655585,2,0,train
A-1526586,2,0,train
A-441585,3,1,train
A-7408092,2,0,train
A-5343611,2,0,train
A-7265629,2,0,train
A-5278362,2,0,train
A-4456096,2,0,train
A-1186547,2,0,train
A-4310850,2,0,train
A-2052911,3,1,train
A-6019158,2,0,train
A-7674714,2,0,train
A-1624090,2,0,train
A-1554286,2,0,train
A-6704368,2,0,train
A-7564265,2,0,train
A-7252261,2,0,train
A-3620661,2,0,train
A-284926,2,0,test
A-1918254,2,0,train
A-24797,3,1,test
A-298272,2,0,train
A-4342407,2,0,test
A-5037749,2,0,train
A-438107,3,1,train
A-292711,2,0,train
A-4290824,2,0,train
A-2778918,2,0,test
A-5853993,2,0,train
A-2813882,2,0,train
A-5712856,2,0,test
A-305559,2,0,train
A-742616,2,0,train
A-4118165,2,0,train
A-4159223,2,0,train
A-1466046,2,0,train
A-2927559,2,0,train
A-264438,2,0,train
A-905931,2,0,train
A-1167582,2,0,train
A-7442749,2,0,train
A-6006461,2,0,train
A-19292,3,1,train
A-4763496,2,0,train
A-4276937,2,0,train
A-5900232,2,0,train
A-1565477,3,1,train
A-5083637,2,0,test
A-5073601,2,0,train
A-6054815,2,0,train
A-4746443,2,0,train
A-7058176,2,0,train
A-4750085,2,0,train
A-5029415,2,0,train
A-2804154,2,0,train
A-5588857,2,0,train
A-5390189,2,0,train
A-2699338,2,0,train
A-6853303,2,0,train
A-6136022,2,0,train
A-296395,3,1,train
A-4884,2,0,train
A-4187526,2,0,train
A-4892155,2,0,train
A-2536139,2,0,train
A-6583508,2,0,test
A-536235,1,0,test
A-5158384,2,0,test
A-5665863,2,0,test
A-6311194,2,0,train
A-699109,2,0,train
A-107918,2,0,train
A-348939,2,0,train
A-4798404,2,0,train
A-3986817,2,0,train
A-4307271,2,0,train
A-6384385,2,0,test
A-98164,3,1,train
A-6710370,2,0,train
A-7066148,2,0,test
A-6107072,2,0,train
A-7468485,3,1,train
A-3418601,2,0,train
A-495616,2,0,train
A-5931735,2,0,train
A-7313157,2,0,train
A-7254249,2,0,train
A-3554633,2,0,train
A-3609623,2,0,test
A-6963929,2,0,test
A-5206107,2,0,train
A-6291013,2,0,test
A-7263580,2,0,train
A-1046071,2,0,train
A-3005096,2,0,train
A-273273,2,0,train
A-4846665,2,0,test
A-674623,3,1,test
A-7149819,2,0,train
A-1746295,3,1,train
A-6439225,2,0,test
A-1301747,2,0,train
A-3137192,2,0,train
A-6613772,2,0,test
A-7361320,2,0,train
A-920723,2,0,train
A-6304515,2,0,train
A-103064,3,1,train
A-3610744,2,0,train
A-828482,3,1,test
A-6429113,2,0,test
A-78981,3,1,train
A-96395,2,0,train
A-3906404,2,0,train
A-2808689,3,1,train
A-7740081,2,0,train
A-3059228,3,1,train
